gene_symbol,TAK002_SW480_96H:TRCN0000194972:-666,TAK002_SW480_96H:TRCN0000199993:-666
RPL32,-2.045499801635742,3.2445499897003174
CD81,-1.9820499420166016,-0.06520000100135803
PTTG1IP,2.3794498443603516,-0.3801500201225281
GRN,-0.012250006198883057,-0.16554999351501465
HMGB1,0.8974499702453613,0.42055001854896545
GLO1,1.1727999448776245,0.42879998683929443
UBE2L3,-1.5009000301361084,-0.49505001306533813
SRSF11,0.20514997839927673,1.858199954032898
SF3B3,0.693149983882904,0.10054999589920044
HSPA9,-0.7000499963760376,0.12070000171661377
YWHAQ,-5.68435001373291,-2.303499937057495
DDX24,0.6268500089645386,-0.3727000057697296
PPP2R1A,0.13404999673366547,-0.035149991512298584
HK1,0.3231000006198883,0.6980999708175659
KDELR2,0.3057500123977661,-0.7251999974250793
NPC2,1.8291000127792358,0.059350013732910156
DYNLL1,0.9771000146865845,-0.697950005531311
EEF1B2,-1.1891499757766724,0.7637999653816223
LITAF,1.4962999820709229,0.12289997935295105
PRKCSH,-0.6402000188827515,-0.5573499798774719
GOT2,-0.37779998779296875,0.5890499949455261
FKBP1A,1.1169999837875366,0.4891499876976013
ACADVL,0.5861999988555908,0.6227999925613403
SKP1,0.22020000219345093,0.2659499943256378
MAPRE1,0.6075999736785889,-0.07954999804496765
RPL13A,0.49309998750686646,0.14630001783370972
ACTR1A,-0.06120002269744873,0.38885000348091125
CAPRIN1,1.3033499717712402,0.32430002093315125
PPP1CC,0.019450008869171143,0.12075001001358032
ACTR2,0.6580000519752502,0.4573500156402588
PTP4A1,-0.1655000001192093,0.9347500205039978
ARF3,0.513700008392334,0.24150000512599945
GPX1,-0.24174998700618744,0.3928999900817871
PGK1,0.24609997868537903,0.3637000024318695
SUMO3,1.0217000246047974,0.30914998054504395
RPS27,1.3420000076293945,0.14904999732971191
TPP1,0.48649999499320984,0.49639999866485596
GNB1,-1.5009499788284302,1.236549973487854
NUMA1,0.6866999864578247,1.43464994430542
RAN,-0.33935001492500305,-0.28885000944137573
CAPN1,-1.4635999202728271,-0.9901000261306763
CALU,0.7110999822616577,0.1760999858379364
NFE2L1,1.7019999027252197,-0.16455000638961792
ARL6IP5,-0.8144000172615051,0.011599987745285034
DPYSL2,0.9175000190734863,1.274049997329712
RPLP1,0.07175000011920929,1.338550090789795
CTNNA1,0.19185000658035278,-2.881999969482422
CTSD,-0.06225000321865082,-0.354449987411499
MAT2A,-0.21959999203681946,-0.22634999454021454
LAMC1,3.0087499618530273,0.07879999279975891
PTMA,-0.31839999556541443,0.8209500312805176
FAM120A,0.24094998836517334,-0.24764999747276306
BZW1,-0.4012500047683716,-0.11800000071525574
ATF4,1.2430499792099,-0.15075001120567322
RPS15A,-0.37564998865127563,0.8907999992370605
ANXA5,0.9117000102996826,-0.2624000012874603
STMN1,-0.04410000145435333,2.8798999786376953
LRP1,0.43355000019073486,-0.13860000669956207
PSMB7,-0.35839998722076416,0.03229999542236328
PEA15,-0.4652999937534332,0.2486499845981598
ECH1,0.7397000193595886,-0.25769999623298645
ODC1,-1.7684999704360962,-0.045100003480911255
IQGAP1,-0.5752999782562256,-0.43529999256134033
XRCC6,-0.0010000000474974513,-3.000000142492354e-4
ACO2,-0.7767999768257141,-1.0327500104904175
SPARCL1,0.7157999873161316,-0.8126999139785767
MCL1,-0.31460002064704895,-0.5788499712944031
HSPA1A,0.3384999930858612,1.197950005531311
SARS,-0.833299994468689,1.3176000118255615
TMBIM6,-0.29420000314712524,-0.19829998910427094
LMAN2,-1.450600028038025,0.40625
HSPD1,0.39765000343322754,-0.9293999671936035
ZYX,-1.7295000553131104,-0.04569999873638153
CIRBP,-0.5599499940872192,-0.20690001547336578
CCT7,0.701449990272522,-0.16169999539852142
PSME1,1.4375500679016113,0.9796000123023987
PAFAH1B1,-0.9781500101089478,-0.041850000619888306
RPS10,-0.403300017118454,0.7727000117301941
RPS15,2.129549980163574,0.1423499882221222
PSMD8,-0.7337999939918518,0.6977499723434448
LAMP2,0.25884997844696045,0.4304499924182892
RPL29,-1.770050048828125,-1.0892000198364258
GSTP1,0.3693000078201294,-0.5228999853134155
HYOU1,-0.9791500568389893,0.39239999651908875
SNRPD2,-0.34984999895095825,0.44255000352859497
PLOD1,1.7952499389648438,0.14509999752044678
ZNF207,0.7662000060081482,-0.004149973392486572
PSMD2,0.4128499925136566,-0.4174500107765198
SCD,0.7960500121116638,-1.2511500120162964
RAP1B,-0.0062999725341796875,0.445250004529953
RPS21,0.11100000143051147,-0.07605001330375671
BCAP31,-1.023800015449524,0.14915001392364502
CTSB,-0.1533999741077423,0.6173999905586243
KARS,-0.19004999101161957,-0.16349998116493225
EPRS,-0.7843999862670898,-0.6481499671936035
PRDX6,-1.450600028038025,0.8781999349594116
PPP1CA,-0.6007500290870667,0.24744999408721924
SARAF,-0.2131500095129013,0.43344998359680176
AHCYL1,0.8460999727249146,-0.17350000143051147
IST1,-0.2829500138759613,-0.9466999769210815
GNB2,-0.3957500159740448,-1.2421000003814697
H2AFZ,-0.8790500164031982,0.07925000786781311
NCOR1,-0.8898000121116638,0.877299964427948
RPS8,-0.053199999034404755,-1.0745999813079834
CNOT1,0.1194000095129013,0.3158000111579895
DHCR24,0.15049999952316284,0.8093500137329102
RAB11A,1.2038500308990479,0.2926499843597412
PSAP,-1.6510999202728271,0.4466000199317932
RNF114,-0.3333500027656555,-0.03299999237060547
STRAP,1.1791499853134155,0.5936999917030334
S100A10,-0.8649500012397766,-1.6122000217437744
CCT8,-0.4230499863624573,-0.4571000337600708
NOP56,1.2674000263214111,0.37470000982284546
PSMB1,-1.4676499366760254,1.277649998664856
CCT4,0.1083500012755394,-0.16874998807907104
EPAS1,-0.2159000039100647,0.09725001454353333
DNAJA1,-0.11979998648166656,4.3306498527526855
PSMD4,-0.06650000810623169,0.09450000524520874
UQCRC2,-1.459149956703186,-0.7800999879837036
CKB,0.7248499989509583,-0.6858500242233276
RHOC,2.2362499237060547,-1.2128499746322632
PGAM1,0.9555000066757202,-0.4138999879360199
STAT1,0.5738000273704529,0.5835999846458435
SSR1,-1.331049919128418,0.591949999332428
TRA2B,-0.44620001316070557,0.07524999231100082
FKBP4,-2.765749931335449,-1.4681000709533691
HDGF,-1.1708500385284424,0.4689500033855438
MGEA5,2.1394999027252197,0.47334998846054077
M6PR,1.041450023651123,-0.08435001969337463
SEP15,0.5248000025749207,-0.12950000166893005
AHCY,0.8912500143051147,0.32374998927116394
PALLD,0.6344000101089478,-0.48705002665519714
RPLP2,-0.6729000210762024,-0.5489499568939209
CCT3,-1.6855000257492065,0.03930002450942993
EIF4A2,0.5190500020980835,-0.8362500071525574
PPM1G,-1.0302000045776367,0.26190000772476196
KTN1,-0.2220500111579895,0.5944499969482422
SRPRA,1.5483999252319336,-1.3137500286102295
PHC2,1.368149995803833,-0.09834998846054077
BTG1,1.6262000799179077,-1.2488000392913818
KDELR1,-0.08365000039339066,-5.453800201416016
LGALS3BP,0.8506500124931335,0.33489999175071716
SLC3A2,0.882349967956543,-0.4989500045776367
COX6A1,-0.5694000124931335,-1.788599967956543
RPS23,0.7838500142097473,-0.40209999680519104
TMED10,0.18960000574588776,0.13520000874996185
VCL,-0.26919999718666077,-1.3691999912261963
DCTN2,0.8169000148773193,0.7982000112533569
DEK,-2.6352500915527344,0.6818999648094177
CALR,-0.07930000126361847,0.29030001163482666
RPL8,1.1900999546051025,0.5765500068664551
RPL5,1.097100019454956,0.23109999299049377
RERE,0.5922000408172607,0.12440001964569092
HSBP1,1.1650500297546387,0.0661499947309494
HMGN1,1.6790000200271606,0.025599997490644455
SEC31A,0.1476999968290329,-0.29680001735687256
GLUD1,-1.3833000659942627,-0.8980000019073486
MLF2,-1.0349500179290771,-1.0688999891281128
RPS20,-0.32635000348091125,0.009399980306625366
ARPC1A,-1.2848999500274658,-0.23874998092651367
CCND2,0.7147499918937683,-0.6332499980926514
ATP6V0C,-3.084700107574463,0.05215001106262207
IMMT,0.5273000001907349,-0.24365000426769257
SSRP1,-0.8110499978065491,1.3072999715805054
SDCBP,0.8296000361442566,-0.29270002245903015
FUS,-1.0095500946044922,-0.33934998512268066
SEPHS2,-0.6618000268936157,0.13615000247955322
RPL31,-1.2217999696731567,-0.5688499808311462
UBA1,1.1175999641418457,-0.05710002779960632
ABLIM1,-6.545249938964844,0
ALDOA,-1.714900016784668,-1.7876999378204346
PPIB,-0.3492499887943268,-0.11254999041557312
SERP1,-0.40130001306533813,-0.1467999964952469
TSPAN3,1.3633499145507812,0.477400004863739
ACTA2,-0.13089999556541443,0.927899956703186
PPT1,0.8635500073432922,0.7775999903678894
TAX1BP1,-0.38964998722076416,0.24970000982284546
MDH1,-0.5438500046730042,-0.24785001575946808
PDHA1,1.3754000663757324,0.6446999907493591
GNAS,0.5864999890327454,0.11349999904632568
ANXA6,-0.4745499789714813,-1.240299940109253
CD59,-0.3059000074863434,-0.43735000491142273
SERPING1,1.4455000162124634,0.12789998948574066
HIF1A,-0.9690999984741211,0.5000500082969666
TRIM28,-0.6039499640464783,0.45430001616477966
SNX17,-0.30949997901916504,0.23989999294281006
IPO7,0.27539998292922974,-0.36249998211860657
CKAP4,-0.3676000237464905,-0.7851500511169434
AARS,0.445499986410141,-0.23285001516342163
SSR4,-4.510250091552734,-2.6832499504089355
CD9,0.6050999760627747,0.32429999113082886
HADHB,0.14169999957084656,0.7653499841690063
TXNIP,0.6101000308990479,0.5953499674797058
RPN1,-1.6368999481201172,-0.7498999834060669
ANXA1,-0.22659999132156372,-0.2288999855518341
PAICS,-0.22049999237060547,0.6871500015258789
JUP,1.534749984741211,1.1364500522613525
EIF1AX,0.5604000091552734,-0.7405499815940857
YWHAH,0.0783500075340271,1.0867500305175781
DSTN,0.8291000127792358,-0.3962000012397766
TAF7,-1.1211498975753784,0.7036499977111816
EIF5B,-0.8397000432014465,0.6098999977111816
CD99,1.827199935913086,-0.415399968624115
LDHB,-0.32554998993873596,0.09919999539852142
HNRNPH1,0.7106499671936035,-0.21469998359680176
BLCAP,0.5933499932289124,0.025650009512901306
ADD3,-1.3941999673843384,-1.6065499782562256
HADH,-2.1602001190185547,-0.43620002269744873
PFKP,0.9610999822616577,0.37014999985694885
RAD23A,0.32450002431869507,0.3391000032424927
GNAI2,0.4729999899864197,0.663349986076355
TGM2,-0.09584999084472656,-0.14320001006126404
DUSP1,0.7960000038146973,0.6305000185966492
RAB6A,0.44464999437332153,0.2854499816894531
RPS18,0.4809499979019165,0.7432999610900879
PLD3,0.9824000597000122,0.5333499908447266
ANP32A,-0.5728999972343445,-1.8434500694274902
PSMF1,0.3181000053882599,1.0043500661849976
HNRNPA0,1.5673000812530518,-0.4334000051021576
GOLGB1,-2.0388998985290527,-0.6270000338554382
MYL9,0.3496999740600586,-1.6088500022888184
STOM,1.2291500568389893,0.44084998965263367
RCN1,0.9039000272750854,0.009649991989135742
PABPC4,0.8584499955177307,-0.00905001163482666
CYC1,0.9321500062942505,0.6049000024795532
PSMC2,-0.140500009059906,1.0361499786376953
MMP2,0.02304999530315399,-0.03519999980926514
SF3B1,-0.9638999700546265,1.033750057220459
SMARCC1,-0.04035000503063202,0.10815000534057617
SNU13,-0.3072500228881836,-0.9249000549316406
TM9SF2,1.4052499532699585,-0.09659996628761292
SYNGR2,0.7456499934196472,-0.16580000519752502
PIP4K2B,1.7333500385284424,0.3873499929904938
BCLAF1,-0.3809499740600586,-0.9421499967575073
PXN,-0.5642499923706055,0.18149998784065247
ATP6V1B2,0.01279999315738678,-0.7745000123977661
TUBA1B,1.7733500003814697,-0.45284998416900635
RBBP7,-0.3706499934196472,-1.2669999599456787
SDHA,0.14024999737739563,-0.212149977684021
RPS29,-0.3801000118255615,-0.5216000080108643
DAP,-1.0742000341415405,0.5810999870300293
ARF4,-1.5303499698638916,0.37094998359680176
COPB2,1.4862499237060547,1.0183500051498413
USP9X,0.010449998080730438,0.5212500095367432
PFKL,-0.6390500068664551,0.7572000026702881
LGALS1,-1.8235499858856201,-0.07705000042915344
GPX4,0.5595499873161316,0.46264997124671936
THBS1,0.6852999925613403,-0.013999998569488525
CSE1L,-0.3936000168323517,0.4660000205039978
TUFM,0.06924998760223389,0.06490001082420349
PSMA7,0.32199999690055847,-0.05085000395774841
POLD2,-0.024900004267692566,-0.11524999886751175
CPE,0.6118000149726868,0.11090000718832016
PGD,2.4485998153686523,0.5404000282287598
COX8A,-0.8790000081062317,0.6230500340461731
PGRMC1,-0.43470001220703125,0.32864999771118164
EIF5A,-2.265749931335449,1.1017000675201416
ITGB5,-0.3414500057697296,0.5513499975204468
MGAT1,0.3104499876499176,-0.22075000405311584
CDH1,2.18215012550354,1.5297999382019043
HNRNPH2,0.4156999886035919,-0.7718499898910522
PJA2,0.32840001583099365,0.3397499918937683
COX7C,-0.7608500123023987,-2.234250068664551
ECHS1,0.49585002660751343,-0.9146000146865845
PLP2,-0.8672500252723694,0.30535000562667847
HLA-DPB1,-2.034600019454956,-0.7377499938011169
SSB,-1.9126501083374023,-0.5603500008583069
GPNMB,-1.0773000717163086,0.7378000020980835
EIF2S1,0.0920499935746193,0.04854997992515564
HAX1,0.13060003519058228,0.28954997658729553
NFE2L2,-1.202199935913086,0.12520000338554382
TIMP3,-0.4262999892234802,0.722599983215332
MBNL1,-0.7221499681472778,-0.48364996910095215
RPL4,-0.3328999876976013,0.44965001940727234
MFN2,0.779449999332428,-0.8481500148773193
RAB5C,-0.8932000398635864,1.5279500484466553
NMT1,-0.38044998049736023,0.3236999809741974
YBX3,-1.5558500289916992,-0.08574999868869781
PUM1,-1.5982999801635742,-0.39750000834465027
ARHGDIA,-0.8998000025749207,-0.1607000082731247
BHLHE40,-0.24480000138282776,-0.24494999647140503
ATP6V0E1,-2.541300058364868,-1.313849925994873
TERF2IP,0.9261499643325806,0.2819499969482422
TMX2,0.0065000057220458984,-0.5522500276565552
ARCN1,0.78534996509552,0.1982499659061432
UBA2,-0.2756499946117401,-0.015250027179718018
FBXO7,3.499999875202775e-4,3.499999875202775e-4
GNAI3,-0.5487499833106995,0.5978500247001648
CHD4,0.20794999599456787,-0.6639499664306641
HTRA1,0.9006999731063843,0.14899998903274536
LRPAP1,-2.481100082397461,0.15915000438690186
ITPR3,-0.02535000443458557,0.5692999958992004
PITPNA,-0.8593000173568726,-0.47885000705718994
IDH1,-1.0214999914169312,0.4623499810695648
SEPW1,0.3375999927520752,-0.3007500171661377
SLC7A5,1.763350009918213,0.05594998598098755
AMD1,1.0419999361038208,-0.48010000586509705
PSMD1,-0.15125000476837158,-0.2038000077009201
CREG1,0.6606500148773193,0.3888000249862671
CSTB,0.25334998965263367,-0.2626500129699707
PCNA,0.10480000078678131,0.5738999843597412
RRBP1,0.328499972820282,-0.06904999166727066
TNFAIP1,0.8337500095367432,-0.5819500088691711
HDAC1,0.38659998774528503,0.5120999813079834
LGMN,-1.7851999998092651,-1.9532500505447388
PPP1R7,-0.946600079536438,0.6205000281333923
PLS3,0.7441999912261963,0.24494999647140503
ERP29,0.7859500050544739,0.295199990272522
SNRNP70,-0.10869999974966049,-0.9270000457763672
RAD23B,0.0447000116109848,0.5149499773979187
SRRM1,0.5906499624252319,-0.06745000183582306
NDUFB8,-0.7959499955177307,-2.043149948120117
ARIH2,0.2623000144958496,0.2744999825954437
ENO1,-1.3875000476837158,-0.7250500321388245
PSMD13,-0.4160500168800354,1.2257499694824219
ILK,2.0948500633239746,0.27434998750686646
BTG2,-0.9613500237464905,0.3855000138282776
CAPZA2,1.9416999816894531,-0.6463500261306763
DDX1,-0.30365002155303955,-0.09915000200271606
ATP1B1,0.3468499779701233,-0.6004500389099121
RAF1,-1.1679500341415405,-0.5264999866485596
SREBF2,-1.6726999282836914,-0.565850019454956
SLC2A1,-0.21164999902248383,1.5100500583648682
PKM,0.8142000436782837,-0.15665003657341003
PSMC4,1.2564499378204346,-0.8420000076293945
CDIPT,-0.4284999668598175,-2.34060001373291
COX7A2L,-0.7027000188827515,-0.7747499942779541
RPS16,-3.4003500938415527,-0.4154999852180481
SYPL1,0.49844998121261597,-0.06240001320838928
TARS,-2.8784499168395996,0.18729999661445618
COPE,1.1180999279022217,0.2503499984741211
TXNRD1,-0.05389999970793724,-2.3585000038146973
PSMC3,-1.0543500185012817,-0.28329998254776
NUDCD3,0.33445000648498535,1.2097499370574951
RALY,-1.0176000595092773,0.6954500079154968
AKR1B1,0.20364999771118164,-1.2537500858306885
SRP9,-1.6719499826431274,-0.35635000467300415
PSMA5,1.4658499956130981,-0.7921000123023987
FDPS,1.8636499643325806,-1.5428500175476074
RAB5B,-0.8184499740600586,0.08309999108314514
HNRNPAB,0.7061499953269958,-0.15995000302791595
DAB2,0.3754500150680542,-1.0169999599456787
ADRM1,-0.33945000171661377,0.1762000024318695
OGDH,-0.5388500094413757,1.143049955368042
APEH,0.8228499889373779,0.3539000153541565
MKRN1,-0.0018000006675720215,-1.3355000019073486
SDC1,0.9185000061988831,0.7061499953269958
ARHGDIB,-0.5071499943733215,0.48089998960494995
CYR61,-0.5113999843597412,0.07304999232292175
SEC11A,-0.29614999890327454,1.0025999546051025
TOP2A,0.2781499922275543,0.15494999289512634
WSB1,-0.12434999644756317,1.28410005569458
ANXA4,-0.7683500051498413,-0.18105000257492065
EIF4A3,-0.3421500027179718,-0.5726000070571899
NDUFA5,1.4782500267028809,-0.7989500164985657
ANP32B,-0.972599983215332,0.011399984359741211
SEPT11,-0.07744999974966049,-0.4662500023841858
NREP,0.4546000063419342,0.4531499743461609
SH3BGRL,-2.3165500164031982,-0.6948999762535095
ENO2,-0.27535000443458557,0.0032000094652175903
STK25,1.141800045967102,1.2330000400543213
IFITM2,0.06634999811649323,-0.7029000520706177
PSMA2,0.20965000987052917,0.5697499513626099
MYL12A,-1.0620499849319458,-0.7397000193595886
SMARCC2,-0.11794999986886978,-0.3230000138282776
ATP5B,-0.6769999861717224,1.0092499256134033
EBNA1BP2,-0.24924999475479126,-1.3417999744415283
EMP1,-1.2116999626159668,0.19020000100135803
CCT6A,-0.9128000140190125,0.1534000039100647
ETS2,-1.131600022315979,-1.1520999670028687
RARS,0.7502500414848328,0.16290000081062317
STAT6,-1.0395500659942627,0.23684999346733093
ARHGEF12,-0.7529000043869019,1.4034500122070312
VAMP3,0.18835000693798065,-0.8705500364303589
SCP2,0.7754000425338745,-0.2624500095844269
ENC1,1.062600016593933,0.20754995942115784
SNRPC,0.41899996995925903,0.5764000415802002
UBE2D2,-0.6861000061035156,-0.22649997472763062
ADIPOR2,-0.06790001690387726,-1.1995999813079834
SLC9A3R1,1.3809499740600586,0.2696499824523926
FLOT2,-1.0794000625610352,-0.4663500189781189
YME1L1,-0.1988999992609024,-1.0499999523162842
BAZ2A,-3.637899875640869,0.10664999485015869
COPB1,-0.5335500240325928,-1.7918999195098877
CST3,0.6541500091552734,0.14294999837875366
TMEM109,-1.8790000677108765,0.03874999284744263
OAZ2,0.12149998545646667,-1.3565499782562256
ZFP36L2,-0.22269999980926514,0.9994500279426575
CUL3,-1.7757999897003174,-1.1712000370025635
PLEC,-0.45945000648498535,-0.5315499901771545
PPP2CB,1.2793500423431396,1.4352999925613403
HNRNPF,0.559749960899353,0.7286499738693237
UBAP2L,-1.8299000263214111,-0.3314499855041504
TPD52L2,0.044499993324279785,0.195499986410141
CRTAP,-0.4663500189781189,-0.5392500162124634
NBR1,0.26510000228881836,0.19014999270439148
DHX15,0.40070000290870667,-0.48659998178482056
UCHL1,-2.0017499923706055,-3.0313000679016113
PSMD3,1.4730499982833862,0.3197000026702881
ITGA5,-2.194000005722046,0.26125001907348633
CSNK2B,-0.7314499616622925,0.271699994802475
TRAP1,0.9940499663352966,0.0065499842166900635
IGF2R,0.3707500100135803,-0.05545000731945038
RBM5,0.5816999673843384,-0.8093000054359436
SGTA,0.15800000727176666,0.8401000499725342
PHGDH,0.39430001378059387,-1.6184500455856323
TRAM1,0.0714000016450882,0.6737499833106995
PSMB3,-1.0386500358581543,-0.30239999294281006
ADRBK1,1.4985499382019043,-0.27994999289512634
MGST3,1.3198000192642212,-0.92910003662109375
COPS6,-1.509600043296814,-0.7191500067710876
RPL36A,0.4833499789237976,1.0340999364852905
PPP1CB,-1.1038000583648682,0.08614999055862427
PLEKHB2,0.03294999897480011,0.9027000069618225
LRP10,-0.8238999843597412,-0.04659998416900635
HSD17B4,0.25405001640319824,-0.35074999928474426
NAP1L4,1.5782500505447388,0.6073499917984009
GSS,0.9334499835968018,0.3370000123977661
SOX4,-0.6685999631881714,-0.5060499906539917
BAP1,0.09939999878406525,-0.37174999713897705
WDR77,-0.8714500665664673,-1.3453999757766724
IFI30,-0.9138000011444092,-1.075350046157837
CUL4A,-0.11270001530647278,-1.6038000583648682
ALDH2,1.27839994430542,0.20594999194145203
VIM,0.3171499967575073,-0.4745500087738037
SEPP1,-0.9532999992370605,-0.013149995356798172
CLDN4,0.3031499981880188,0.10964999347925186
RPL37A,-0.23489999771118164,-0.0421999990940094
DPYSL3,1.10194993019104,0.46924999356269836
CAT,0.2849000096321106,0.33265000581741333
PTDSS1,0.55840003490448,-0.5167999863624573
TTC1,-0.23970000445842743,-0.4184499979019165
EIF4E,0.24689999222755432,0.3132999837398529
COL6A3,0.06220000237226486,1.898800015449524
GBF1,0.44199997186660767,1.8988500833511353
DDX23,-0.42830002307891846,-0.22635000944137573
